mp_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,ag_debates,ag_private_member_bills,ag_questions,avg_attendance,mp_note,ag_national_average_debate,ag_national_average_pmb,ag_national_average_questions,avg_attendance_national_average,ag_state_average_debate,ag_state_average_pmb,ag_state_average_questions,avg_attendance_state_average,mp_house
900027,Akhilesh Das Gupta,Elected,26-11-2008,25-11-2014,Third Term,N/A,Uttar Pradesh,Bahujan Samaj Party,Male,Doctorate,"M.B.A., LL.B., D.P.A. (Diploma in Public Administration), Ph.D. on 'Human Resources Management in Public Sector Undertakings' Educated at Colvin Taluqdars' College, Allahabad University, Lucknow University and Agra University",64,7,17,12,0.634020619, Data corresponds to the period from 01-06-2009 to 21-08-2025.,45.57240308,1.053576355,306.1097123,0.798894513,40.95922089,1.640322581,218.048408,0.84305552,Rajya Sabha
900360,Parshottam Khodabhai Rupala,Elected,03-04-2018,02-04-2024,Third Term,N/A,Gujarat,Bharatiya Janata Party,Male,Professional Graduate,"B.Sc., B.Ed. Educated at Saurashtra University and Gujarat University",70,43,8,550,0.75,"This MP was appointed a minister in Jul 2016. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till May 2016. Data corresponds to the period from 01-06-2009 to 21-08-2025.",39.07140246,0.968051246,284.2491237,0.798894513,31.07692308,0.727272727,274.041958,0.849676415,Rajya Sabha
900186,Jayanthi Natarajan,Elected,03-04-2008,02-04-2014,Fourth Term,N/A,Tamil Nadu,Indian National Congress,Female,Professional Graduate,"B.A., B.L. Educated at Ethiraj College and Madras Law College",71,18,3,198,0.526627219,"This MP was a minister from Jul 2011 to Dec 2013.  Ministers represent the government, so we do not report their participation.  Participation and attendance details are thus not available for the above period. Data corresponds to the period from 01-06-2009 to 21-08-2025.",17.65348059,0.497172032,137.6457073,0.798894513,24.45098039,0.166666667,144.3562092,0.732548909,Rajya Sabha
900196,K. C. Tyagi,Elected,07-02-2013,07-07-2016,First Term,N/A,Bihar,Janata Dal (United),Male,Graduate,"B.Sc. Educated at Meerut University, Ghaziabad",74,202,1,471,0.929515419, Data corresponds to the period from 01-06-2009 to 21-08-2025.,43.18226759,0.588229967,172.0145059,0.798894513,63.08495671,0.071428571,138.310119,0.82334322,Rajya Sabha
900642,Sanjeev Arora,Elected,10-04-2022,01-07-2025,First Term,N/A,Punjab,Aam Aadmi Party,Male,Graduate,"B.Com. Educated at S.C.D. Government College, Punjab University, Ludhiana
",61,82,1,229,0.803680982, Data corresponds to the period from 01-06-2009 to 21-08-2025.,80.12110452,0.947338595,134.8286959,0.798894513,44.57142857,1.857142857,204,0.767618317,Rajya Sabha
900165,Harnath Singh Yadav,Elected,03-04-2018,02-04-2024,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at J.L.N.P.G. College, Etah, Uttar Pradesh",84,133,3,588,0.959501558, Data corresponds to the period from 01-06-2009 to 21-08-2025.,113.8576551,1.406783328,257.6785368,0.798894513,93.16209633,0.410344828,252.6913793,0.84305552,Rajya Sabha
900221,Kalraj Mishra (RS),Elected,03-04-2006,21-03-2012,Third Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A. Educated at Kashi Vidyapith, Varanasi",84,55,3,356,0.685950413, Data corresponds to the period from 01-06-2009 to 21-08-2025.,22.63507935,0.61776919,172.9367444,0.798894513,19.04294355,1.217741935,113.922379,0.84305552,Rajya Sabha
900332,Narendra Jadhav,Nominated,26-04-2016,24-04-2022,First Term,N/A,N/A,Independent,Male,Doctorate,"B.Sc. (Statistics), M.A. (Economics), Ph.D. (Economics) Educated at Mumbai University, and Indiana University, U.S.A. ",72,89,2,153,0.713114754, Data corresponds to the period from 01-06-2009 to 21-08-2025.,106.6079325,1.22359988,301.3210354,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900479,Sanjay Sinh,Elected,10-04-2014,30-07-2019,Second Term,N/A,Assam,Indian National Congress,Male,Doctorate,"M.A. (Hindi), Ph.D.; Educated at R.R.P.G. College, Amethi District,; Sultanpur, Uttar Pradesh",73,55,3,445,0.857938719, Data corresponds to the period from 01-06-2009 to 21-08-2025.,78.75851227,1.24794336,290.0873572,0.798894513,53.42857143,1.142857143,235.2857143,0.869753516,Rajya Sabha
900580,Veer Singh,Elected,26-11-2014,25-11-2020,Third Term,N/A,Uttar Pradesh,Bahujan Samaj Party,Male,Professional Graduate,"B.A., LL.B. Educated at J.S. Hindu College, Amroha, Jyotiba Phule Nagar and K.G.K. College, Muradabad, Uttar Pradesh",69,148,3,55,0.84625323, Data corresponds to the period from 01-06-2009 to 21-08-2025.,142.0063714,2.469016273,616.5277513,0.798894513,159.5061284,2.106989247,508.5973406,0.84305552,Rajya Sabha
900142,Elamaram Kareem,Elected,02-07-2018,01-07-2024,First Term,N/A,Kerala,Communist Party of India (Marxist),Male,Graduate,"Pre-University educated at St. Joseph's College, Devagiri, Kozhikode",72,172,3,330,0.78369906, Data corresponds to the period from 01-06-2009 to 21-08-2025.,113.9946414,1.406783328,254.3503617,0.798894513,270.2916667,4.638888889,350.8194444,0.795412107,Rajya Sabha
900503,Shantaram Laxman Naik,Elected,29-07-2005,28-07-2017,Second Term,N/A,Goa,Indian National Congress,Male,Professional Graduate,"B.A., LL.B. Educated at Smt. Parvatibai Chowgule College, Margao, Bombay University, Mumbai and Siddharth College of Law, Bombay University, Mumbai",78,211,31,695,0.899659864, Data corresponds to the period from 01-06-2009 to 21-08-2025.,93.34026842,1.811927301,469.8527415,0.798894513,211,31,695,0.908826446,Rajya Sabha
900386,Pratap Singh Bajwa,Elected,10-04-2016,21-03-2022,First Term,N/A,Punjab,Indian National Congress,Male,Graduate,"B.A.; educated at D.A.V. College, Chandigarh, Punjab",68,76,1,422,0.846590909, Data corresponds to the period from 01-06-2009 to 21-08-2025.,95.01133808,1.151851001,290.3690219,0.798894513,48.71428571,0.571428571,266.8571429,0.767618317,Rajya Sabha
900085,Bhagat Singh Koshyari (RS),Elected,26-11-2008,16-05-2014,First Term,N/A,Uttarakhand,Bharatiya Janata Party,Male,Post Graduate,"M.A. (English) Educated at Almora College, Almora (Agra University)",83,20,1,538,0.870786517, Data corresponds to the period from 01-06-2009 to 21-08-2025.,39.07140246,0.968051246,284.2491237,0.798894513,47.5,1.666666667,483.6666667,0.884153678,Rajya Sabha
900235,Khekiho Zhimomi,Elected,03-04-2010,26-11-2015,Second Term,N/A,Nagaland,Nagaland People's Front,Male,Graduate,"B.A. (Hons.) Political Science Educated at St. Joseph College, North Bengal University, Darjeeling",85,15,1,80,0.474835886, Data corresponds to the period from 01-06-2009 to 21-08-2025.,60.67621968,1.307258194,361.9937686,0.798894513,15,1,80,0.621318273,Rajya Sabha
900484,Santosh Bagrodia,Elected,05-07-2004,04-07-2010,Third Term,N/A,Rajasthan,Indian National Congress,Male,Graduate,"Graduate in Commerce Educated at St. Xavier's College, Calcutta",84,28,3,245,0.929411765, Data corresponds to the period from 01-06-2009 to 21-08-2025.,10.16469479,0.32389617,78.08241781,0.798894513,13.43030303,0.4,134.3747475,0.836577527,Rajya Sabha
900204,K. Somaprasad,Elected,03-04-2016,02-04-2022,First Term,N/A,Kerala,Communist Party of India (Marxist),Male,Professional Graduate,"Bachelor of Law from Academy Law College, Kerala University",68,165,1,262,0.859116022, Data corresponds to the period from 01-06-2009 to 21-08-2025.,102.9368569,1.22359988,298.5735271,0.798894513,147.9166667,1.458333333,331.7222222,0.795412107,Rajya Sabha
900135,Dilip Kumar Tirkey,Elected,04-04-2012,03-04-2018,First Term,N/A,Odisha,Biju Janata Dal,Male,Graduate,"B.A. Educated at Mohanpali College, Sundargarh, Odisha",47,134,0,389,0.753462604, Data corresponds to the period from 01-06-2009 to 21-08-2025.,76.5291343,1.331050954,333.7635875,0.798894513,72.36388889,0.7,362.3333333,0.784052122,Rajya Sabha
900595,Vinay P. Sahasrabuddhe,Elected,05-07-2016,04-07-2022,First Term,N/A,Maharashtra,Bharatiya Janata Party,Male,Doctorate,Doctor of Philosophy (Arts) in Political Science from University of Mumbai,67,55,2,582,0.914529915, Data corresponds to the period from 01-06-2009 to 21-08-2025.,101.6759078,1.197399006,289.8105045,0.798894513,109.5076007,3.528151261,387.7345777,0.780735151,Rajya Sabha
900562,Tarun Vijay,Elected,05-07-2010,04-07-2016,First Term,N/A,Uttarakhand,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Dehradun and Osmania University, Hyderabad",69,197,4,360,0.914893617, Data corresponds to the period from 01-06-2009 to 21-08-2025.,63.22170818,1.189831851,322.5160792,0.798894513,91.5,1.166666667,464.5833333,0.884153678,Rajya Sabha
900760,Mission Ranjan Das,Elected,28-08-2024,14-06-2025,First Term,N/A,Assam,Bharatiya Janata Party,Male,Information not available,Information not available,64,8,0,24,1, Data corresponds to the period from 01-06-2009 to 21-08-2025.,20.69673489,0.21875,42.40888128,0.798894513,10,N/A,17.66666667,0.869753516,Rajya Sabha
900333,Narendra Kumar Kashyap,Elected,05-07-2010,04-07-2016,First Term,N/A,Uttar Pradesh,Bahujan Samaj Party,Male,Professional Graduate,"B.A., LL.B. ; Educated at K.V. Degree College, Meerut University, Uttar Pradesh and M.M.H. College, Ghaziabad, Uttar Pradesh",62,136,9,382,0.828431373, Data corresponds to the period from 01-06-2009 to 21-08-2025.,63.22170818,1.189831851,322.5160792,0.798894513,68.91305154,1.52688172,248.1292547,0.84305552,Rajya Sabha
900552,T. Subbarami Reddy,Elected,10-04-2008,09-04-2020,Third Term,N/A,Andhra Pradesh,Indian National Congress,Male,Doctorate,"B.Com. Educated at Nizam College, Hyderabad",81,120,32,2057,0.715968586, Data corresponds to the period from 01-06-2009 to 21-08-2025.,136.9358632,2.469016273,608.9879606,0.798894513,109.5499445,5.504040404,920.7101523,0.779348793,Rajya Sabha
900240,Kumar Deepak Das,Elected,15-06-2007,24-07-2013,First Term,N/A,Assam,Asom Gana Parishad,Male,Professional Graduate,"B.Sc., LL.B. Educated at M.C. College, Barpeta, Assam and Law College, Gauhati University, Jalukbari, Guwahati, Assam",66,112,1,330,0.907348243, Data corresponds to the period from 01-06-2009 to 21-08-2025.,32.94030559,0.968051246,254.0137784,0.798894513,38.46666667,0.166666667,224.4333333,0.869753516,Rajya Sabha
900152,Ghulam Nabi Azad,Elected,16-02-2015,15-02-2021,Fifth Term,N/A,Jammu and Kashmir,Indian National Congress,Male,Post Graduate,"M.Sc. (Zoology) Educated at Government Degree College Bhadarwah, G.G.M. Science College, Jammu, S.P. College, Srinagar and Kashmir University, Srinagar",76,250,1,2,N/A,"This MP was a minister till May 2014. Now, as a Leader of Opposition, this MP does not sign the attendance register. Participation details for this MP are available from Jun 2014. Data corresponds to the period from 01-06-2009 to 21-08-2025.",105.3535451,1.500965027,340.2904403,N/A,87,0.25,69,N/A,Rajya Sabha
900160,H.K. Dua,Nominated,18-11-2009,17-11-2015,First Term,N/A,N/A,Independent,Male,Post Diploma Course,"B.A., Post Graduate Diploma in Journalism ; Educated at Panjab University Hony. D. Litt. from Kurukshetra University, (Kurukshetra) and Panjab University",88,32,2,86,0.913348946, Data corresponds to the period from 01-06-2009 to 21-08-2025.,56.34732959,1.211428335,336.4707291,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900055,Arpita Ghosh,Elected,03-04-2020,15-09-2021,First Term,N/A,West Bengal,All India Trinamool Congress,Female,Graduate,B.Sc.,59,10,N/A,2,0.62, Data corresponds to the period from 01-06-2009 to 21-08-2025.,15.76178351,N/A,43.17748569,0.798894513,4.95952381,N/A,37.00892857,0.713256803,Rajya Sabha
900412,Rajeev Shukla,Elected,30-06-2022,In Office,Fourth Term,N/A,Chhattisgarh,Indian National Congress,Male,Post Graduate,"M.A., LL.B. Educated at P.P.N. College, Kanpur University, Christ Church College, Kanpur University and V.S.S.D. College of Law, Kanpur University",65,147,1,618,0.907348243, Data corresponds to the period from 01-06-2009 to 21-08-2025.,159.9144428,2.425279525,512.7161616,0.798894513,124.2051587,3.732749767,710.675957,0.826679212,Rajya Sabha
900622,John Brittas,Elected,24-04-2021,In Office,First Term,N/A,Kerala,Communist Party of India (Marxist),Male,Post Graduate,"B.A., M.A., M. Phil. Educated at Calicut University, Kerala and Jawaharlal Nehru University, Delhi",59,1002,15,448,0.943089431, Data corresponds to the period from 01-06-2009 to 21-08-2025.,105.0889077,1.189449349,210.2944787,0.798894513,393.5138889,6.638888889,322.1944444,0.795412107,Rajya Sabha
900428,Ram Nath Thakur,Elected,10-04-2020,In Office,Second Term,N/A,Bihar,Janata Dal (United),Male,Inter/ Higher Secondary,"Intermediate (Arts) Educated at G.K.P. College, Samastipur, L.N.M. University, Darbhanga, (Bihar)",75,227,1,853,0.958402662,"This MP is appointed a minister from June 9, 2024. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Participation and attendance details for this MP are thus available only till June 8, 2024. Data corresponds to the period from 01-06-2009 to 21-08-2025.",174.8978347,2.387552227,485.3478685,0.798894513,176.6436563,1.031684982,287.1265568,0.82334322,Rajya Sabha
900706,Satnam Singh Sandhu,Nominated,31-01-2024,In Office,First Term,N/A,N/A,Nominated,Male,Graduate,"Graduate Educated at Guru Nanak College, Ferozepur Cantt and Guru Nanak College, Moga, Punjab",55,20,1,125,0.873684211, Data corresponds to the period from 01-06-2009 to 21-08-2025.,47.85961416,0.401961249,82.42992879,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900623,V. Sivadasan,Elected,24-04-2021,In Office,First Term,N/A,Kerala,Communist Party of India (Marxist),Male,Doctorate,"B.A.(History), M.A. (History), Ph.D. (History), Post-doctoral Fellow Educated at PRNSS College, Mattannur, Govt. Brennen College, Thalassery, Kannur University , Centre for Informal Sector and Labour Studies, Jawaharlal Nehru University, Delhi (ICSSR Post Doctoral Fellow), New Delhi
",46,610,20,427,0.93495935, Data corresponds to the period from 01-06-2009 to 21-08-2025.,105.0889077,1.189449349,210.2944787,0.798894513,393.5138889,6.638888889,322.1944444,0.795412107,Rajya Sabha
900096,Bikash Ranjan Bhattacharyya,Elected,03-04-2020,In Office,First Term,N/A,West Bengal,Communist Party of India (Marxist),Male,Professional Graduate,"B.Sc. (Hons.), LL.B. Educated at Asutosh College, Calcutta University and College of Law, University of Calcutta, Kolkata",73,66,2,137,0.518518519, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,168.3386905,1.625,202.0755952,0.713256803,Rajya Sabha
900391,Priyanka Vickram Chaturvedi,Elected,03-04-2020,In Office,First Term,N/A,Maharashtra,Shiv Sena,Female,Graduate,"B.Com. Educated at Narsee Monjee College of Commerce and Economics, Vile Parle, Mumbai",46,276,5,448,0.88172043, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,166.0853785,1.976190476,286.4809829,0.780735151,Rajya Sabha
900163,Hardeep Singh Puri,Elected,26-11-2020,In Office,Second Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,Information not available,73,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2009 to 21-08-2025.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900125,Deepak Prakash,Elected,22-06-2020,In Office,First Term,N/A,Jharkhand,Bharatiya Janata Party,Male,Post Graduate,Masters in Political Science,65,90,1,288,0.935483871, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,90.3,0.45,233.95,0.782184176,Rajya Sabha
900694,Kartikeya Sharma,Elected,02-08-2022,In Office,First Term,N/A,Haryana,Independent,Male,Graduate,"B.Sc. (Business Management) Educated at Kings College, University of London, London, U.K.",44,27,1,235,0.901734104, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.26388725,0.906242704,147.0695423,0.798894513,50.8,0.2,184.5,0.881263893,Rajya Sabha
900547,Syed Nasir Hussain,Elected,03-04-2024,In Office,Second Term,N/A,Karnataka,Indian National Congress,Male,Doctorate,"M.A. (Political Science), M.Phil. (International Studies), Ph.D. (International Studies) Educated at St. Philomena's College, Mysore, University of Mysore, Mysore and Jawaharlal Nehru University, New Delhi",55,51,1,438,0.891358025, Data corresponds to the period from 01-06-2009 to 21-08-2025.,156.7442963,1.709645478,334.4733304,0.798894513,84.39393939,0.745454545,416.5090909,0.732425211,Rajya Sabha
900666,Anil Sukhdeorao Bonde,Elected,05-07-2022,In Office,First Term,N/A,Maharashtra,Bharatiya Janata Party,Male,Professional Graduate,"M.B.B.S., M.D. Educated at Government Medical College, Nagpur",65,82,3,340,0.940217391, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,109.9194444,1.333333333,179.2194444,0.780735151,Rajya Sabha
900539,Surendra Singh Nagar,Elected,05-07-2022,In Office,Third Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Com; Educated at SSV (PG) College, Hapur, Ghaziabad, Uttar Pradesh",60,109,1,388,0.883458647, Data corresponds to the period from 01-06-2009 to 21-08-2025.,182.5448914,2.144737601,445.7932888,0.798894513,150.1435961,0.650821018,430.7600164,0.84305552,Rajya Sabha
900674,Imran Pratapgarhi,Elected,05-07-2022,In Office,First Term,N/A,Maharashtra,Indian National Congress,Male,Post Graduate,"M.A. (Hindi), Diploma in Journalism Educated at Allahabad University, Uttar Pradesh",38,102,1,119,0.951086957, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,109.9194444,1.333333333,179.2194444,0.780735151,Rajya Sabha
900016,Abhishek Manu Singhvi,Elected,04-09-2024,In Office,Fourth Term,N/A,Telangana,Indian National Congress,Male,Doctorate,"B.A.(Hons.), M.A., Ph.D., PIL Educated at St. Columba's School, Delhi, St. Stephen's College, Delhi University, Trinity College, University of Cambridge, U.K. and Havard University, U.S.A.",66,24,4,79,0.412512219, Data corresponds to the period from 01-06-2009 to 21-08-2025.,236.3384352,3.574353473,833.9769261,0.798894513,264.3350649,3.409722222,846.8725649,0.777019406,Rajya Sabha
900343,Neeraj Shekhar,Elected,26-11-2020,In Office,Third Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,B.A. (Hons.),56,277,1,1074,0.979623824, Data corresponds to the period from 01-06-2009 to 21-08-2025.,204.0740291,2.578457549,532.6708498,0.798894513,179.8366995,0.884154351,508.7910509,0.84305552,Rajya Sabha
900675,Vikramjit Singh Sahney,Elected,05-07-2022,In Office,First Term,N/A,Punjab,Aam Aadmi Party,Male,Post Graduate,"M.A. (Economics), Masters in Business Administration Educated at Punjab University, Patiala and Board of Technical Education, Uttar Pradesh Currently pursuing Public Leadership Credential from Harvard Kennedy School, Massachussets, U.S.A.",63,22,1,207,0.554347826, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,45.4047619,1.857142857,227,0.767618317,Rajya Sabha
900497,Shaktisinh Gohil,Elected,22-06-2020,In Office,First Term,N/A,Gujarat,Indian National Congress,Male,Professional Post Graduate,"Bachelor of Science, Bachelor of Legislative Law, Diploma in Journalism, Masters of Legislative Law (LL.M.) Educated at Bhavnagar University, Bhavnagar, Saurashtra University, Rajkot, Gujarat ",65,65,2,289,0.924731183, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,64.27777778,0.222222222,273.125,0.849676415,Rajya Sabha
900353,P. Wilson,Elected,25-07-2025,In Office,Second Term,N/A,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Graduate,"B.Sc., B.L. Educated at Loyola College, Chennai and Madras Law College, Chennai (Tamil Nadu)",59,598,14,405,0.954819277, Data corresponds to the period from 01-06-2009 to 21-08-2025.,141.3550736,1.468902735,273.7373251,0.798894513,213.779085,1.555555556,267.920915,0.732548909,Rajya Sabha
900654,Niranjan Reddy Sirgapoor,Elected,22-06-2022,In Office,First Term,N/A,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Information not available,Information not available,55,27,1,208,0.793478261, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,36.74772727,0.727272727,206.2590909,0.779348793,Rajya Sabha
900658,R. Girirajan,Elected,30-06-2022,In Office,First Term,N/A,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Professional Graduate,"B.L. (Bachelor of Laws) Educated at Dr. Amedkar Government Law College, Chennai, Tamil Nadu",64,323,2,236,0.940217391, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,134.5196078,1.111111111,158.6372549,0.732548909,Rajya Sabha
900536,Sukhendu Sekhar Roy,Elected,19-08-2023,In Office,Third Term,N/A,West Bengal,All India Trinamool Congress,Male,Post Graduate,"M.A., LL.B. Educated at Kalindri High School, Malda, St. Paul's College, Rabindra Bharati University and Calcutta University, Kolkata",76,328,4,272,0.801393728, Data corresponds to the period from 01-06-2009 to 21-08-2025.,238.7622518,3.062155659,707.3061886,0.798894513,335.0112782,4.55,570.4137531,0.713256803,Rajya Sabha
900214,K.R. Suresh Reddy,Elected,10-04-2020,In Office,First Term,N/A,Telangana,Bharat Rashtra Samithi,Male,Graduate,"B.A. Educated at Nizam Gollege, Osmania University, Hyderabad",66,38,3,380,0.831541219, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,37.97619048,0.428571429,171.7380952,0.721665766,Rajya Sabha
900567,Tiruchi Siva,Elected,03-04-2020,In Office,Fourth Term,N/A,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A. (Eng.), B.L. Educated at Periyar E.V.R. College, Madras University and Tiruchi Law College, Bharatidassan University",71,560,9,849,0.855, Data corresponds to the period from 01-06-2009 to 21-08-2025.,250.7247815,3.658465622,816.1564406,0.798894513,363.5928105,2.924836601,950.8490196,0.732548909,Rajya Sabha
900172,Iranna Kadadi,Elected,26-06-2020,In Office,First Term,N/A,Karnataka,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"S.S.L.C. Educated at P.J.N. High School, Kalloli, Karnataka",59,39,4,499,0.849462366, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,49.1030303,0.463636364,274.9454545,0.732425211,Rajya Sabha
900342,Neeraj Dangi,Elected,22-06-2020,In Office,First Term,N/A,Rajasthan,Indian National Congress,Male,Professional Graduate,"B.E. (Civil) Educated at Karnataka Regional Engineering College, Surathkal, Karnataka",55,160,1,460,0.917562724, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,53.04166667,0.222222222,285.55,0.836577527,Rajya Sabha
900630,L. Murugan,Elected,03-04-2024,In Office,Second Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Male,Doctorate,"P.G. Diploma in I.P.R., LL.B., LL.M. (International Law), Ph.D. ( in law) Educated at University of Madras, Chennai (Tamil Nadu)
",48,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2009 to 21-08-2025.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900477,Sanjay Seth (RS),Elected,03-04-2024,In Office,Third Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,Bachelor of Commerce from University of Lucknow,64,70,4,797,0.887356322, Data corresponds to the period from 01-06-2009 to 21-08-2025.,144.0468539,1.500261156,366.6052981,0.798894513,130.5931034,0.374958949,358.4053366,0.84305552,Rajya Sabha
900215,K.T.S. Tulsi,Elected,10-04-2020,In Office,Second Term,N/A,Chhattisgarh,Indian National Congress,Male,Graduate,"B.A. (Hons.) Political Science, LL.B. Educated at Government College, Chandigarh and Panjab University, Chandigarh",77,102,6,218,0.838427948, Data corresponds to the period from 01-06-2009 to 21-08-2025.,212.7118533,2.645771519,549.9884827,0.798894513,86.4,0.8,309.2,0.872623273,Rajya Sabha
900127,Derek O Brien,Elected,19-08-2023,In Office,Third Term,N/A,West Bengal,All India Trinamool Congress,Male,Graduate,"B.A. ; Educated at Scottish Church College, Kolkata",64,332,13,1142,0.815578465, Data corresponds to the period from 01-06-2009 to 21-08-2025.,238.7622518,3.062155659,707.3061886,0.798894513,335.0112782,4.55,570.4137531,0.713256803,Rajya Sabha
900143,Fauzia Tahseen Ahmed Khan,Elected,03-04-2020,In Office,First Term,N/A,Maharashtra,Nationalist Congress Party,Female,Doctorate,"S.S.C., B.A., M.A. (English), M.Phil., PGCTE and Ph.D. Educated at Marathwada University, Aurangabad, Central Institute of English and Foreign Languages, Hyderabad and Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",68,1242,17,522,0.996415771, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,166.0853785,1.976190476,286.4809829,0.780735151,Rajya Sabha
900667,Jayant Chaudhary,Elected,05-07-2022,In Office,First Term,N/A,Uttar Pradesh,Rashtriya Lok Dal,Male,Post Graduate,"B.Com. (Hons.), M.Sc. (Accounting and Finance) Educated at Shri Venkateshwara College, Delhi University and London School of Economics and Political Science, London, U.K.",46,14,1,39,0.62244898,"This MP is appointed a minister from June 9, 2024. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Participation and attendance details for this MP are thus available only till June 8, 2024. Data corresponds to the period from 01-06-2009 to 21-08-2025.",38.90692644,0.644476445,79.18799066,0.798894513,19.8362069,0.275862069,72.3546798,0.84305552,Rajya Sabha
900288,Mausam Noor,Elected,03-04-2020,In Office,First Term,N/A,West Bengal,All India Trinamool Congress,Female,Professional Graduate,LL.B.,45,96,3,108,0.720149254, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,168.3386905,1.625,202.0755952,0.713256803,Rajya Sabha
900535,Sujeet Kumar,Elected,16-12-2024,In Office,Second Term,N/A,Odisha,Bharatiya Janata Party,Male,Professional Post Graduate,"B.E., LL.B., M.B.A., Master in Public Administration (MPA) Educated at Sambalpur University, Burla, Odisha, Oxford University, U.K. and Harvard University, U.S.A.",49,526,10,486,0.901886792, Data corresponds to the period from 01-06-2009 to 21-08-2025.,116.0387367,1.189449349,224.2166107,0.798894513,485,3.522222222,316.5888889,0.784052122,Rajya Sabha
900632,Kanimozhi NVN Somu,Elected,27-09-2021,In Office,First Term,N/A,Tamil Nadu,Dravida Munnetra Kazhagam,Female,Post Graduate,"M.B.B.S., M.S. (Obstetrics and Gynaecology), Educated at Kilpauk Medical College, Chennai and Sri Ramachandra Medical College and Research Institute, Chennai
",51,651,3,407,0.84279476, Data corresponds to the period from 01-06-2009 to 21-08-2025.,104.1582317,1.189449349,194.2263396,0.798894513,172.4640523,1.444444444,192.4705882,0.732548909,Rajya Sabha
900644,Raghav Chadha,Elected,10-04-2022,In Office,First Term,N/A,Punjab,Aam Aadmi Party,Male,Professional Graduate,"B.Com., Chartered Accountant Educated at University of Delhi and Institute of Chartered Accountants of India",36,37,5,286,0.822222222, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,45.4047619,1.857142857,227,0.767618317,Rajya Sabha
