mp_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,ag_debates,ag_private_member_bills,ag_questions,avg_attendance,mp_note,ag_national_average_debate,ag_national_average_pmb,ag_national_average_questions,avg_attendance_national_average,ag_state_average_debate,ag_state_average_pmb,ag_state_average_questions,avg_attendance_state_average,mp_house
900712,Mahendra Bhatt,Elected,03-04-2024,In Office,First Term,N/A,Uttarakhand,Bharatiya Janata Party,Male,Post Graduate,"B.Com., M.Com. Educated from P.S.K. Inter College, Rishikesh, Uttar Pradesh",54,43,0,45,0.988372093, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,65.66666667,N/A,102.3333333,0.884153678,Rajya Sabha
900660,Ranjeet Ranjan,Elected,30-06-2022,In Office,First Term,N/A,Chhattisgarh,Indian National Congress,Female,Inter/ Higher Secondary,Intermediate,51,26,0,259,0.956521739, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,49.4,0.2,166.6,0.872623273,Rajya Sabha
900664,Radha Mohan Das Agarwal,Elected,05-07-2022,In Office,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.B.B.S., M.D. Educated at Department of Pediatrics, Institute of Medical Sciences, Banaras Hindu University, Varanasi, Uttar Pradesh",70,46,0,84,0.956521739, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,42.26477833,0.383004926,146.8903941,0.84305552,Rajya Sabha
900620,Rambhai Haribhai Mokariya,Elected,23-02-2021,In Office,First Term,N/A,Gujarat,Bharatiya Janata Party,Male,Professional Graduate,"B.A., L.LB. Educated at Shri K.H. Madhvani Arts and Commerce College and D.D. Kotiyawala Municipal Law College, Saurashtra University, Porbandar",68,54,0,143,0.980620155, Data corresponds to the period from 01-06-2009 to 21-08-2025.,112.4309308,1.189449349,221.8522219,0.798894513,58.77777778,0.222222222,263.625,0.849676415,Rajya Sabha
900058,Arun Singh,Elected,26-11-2020,In Office,Second Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Com, Chartered Accountant Educated at Allahabad University, Allahabad and The Institute of Chartered Accountants of India, New Delhi",60,30,0,27,0.915584416, Data corresponds to the period from 01-06-2009 to 21-08-2025.,130.4965906,1.411221017,260.8714954,0.798894513,85.59351396,0.484154351,252.9777504,0.84305552,Rajya Sabha
900101,Birendra Prasad Baishya,Elected,15-06-2025,In Office,Third Term,N/A,Assam,Asom Gana Parishad,Male,Post Graduate,"B.A. (Hons.), M.A. (Economics) Educated at Gauhati University, Guwahati",69,145,0,568,0.886395512, Data corresponds to the period from 01-06-2009 to 21-08-2025.,188.8916316,2.605947845,577.2346458,0.798894513,121.3039683,0.595238095,414.4388889,0.869753516,Rajya Sabha
900014,Abdul Wahab Peevee,Elected,24-04-2021,In Office,Third Term,N/A,Kerala,Indian Union Muslim League,Male,Graduate,"Educated at Government Manavedan High School, Nilambur and MES College, Mampad, Kerala",75,126,0,504,0.557017544, Data corresponds to the period from 01-06-2009 to 21-08-2025.,209.0699332,2.620851963,572.5222491,0.798894513,526.1833333,7.472222222,724.9420635,0.795412107,Rajya Sabha
900752,Pradip Kumar Varma,Elected,04-05-2024,In Office,First Term,N/A,Jharkhand,Bharatiya Janata Party,Male,Information not available,Information not available,53,29,0,65,0.88372093, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,45.4,N/A,65.4,0.782184176,Rajya Sabha
900176,Jagat Prakash Nadda,Elected,03-04-2024,In Office,Third Term,N/A,Gujarat,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B., Educated at St. Xaviers School, Patna, Patna College, Patna University and Himachal University, Shimla",64,19,0,62,0.798165138,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2009 to 21-08-2025.",128.7693583,1.770841614,341.6854368,0.798894513,75.58333333,N/A,188.5833333,0.873161495,Rajya Sabha
900436,Ramdas Bandu Athawale,Elected,03-04-2020,In Office,Second Term,N/A,Maharashtra,Republican Party of India (A),Male,Under Graduate,"Under Graduate Educated at Siddharth College, Mumbai",65,42,0,378,0.789473684,"This MP was appointed a minister in July 2016. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 11th May, 2016. Data corresponds to the period from 01-06-2009 to 21-08-2025.",32.66119512,0.545676776,112.1654021,0.798894513,27.66993464,1.758169935,170.630719,0.780735151,Rajya Sabha
900171,Indu Bala Goswami,Elected,10-04-2020,In Office,First Term,N/A,Himachal Pradesh,Bharatiya Janata Party,Female,Graduate,"B.A. Educated at Himachal Pradesh University, Shimla",58,52,0,257,0.756272401, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,52.66666667,N/A,210.8333333,0.884904034,Rajya Sabha
900671,K. Laxman,Elected,05-07-2022,In Office,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,"B.Sc., M.Sc. (Geology) and Ph.D. (Geology) Educated at Osmania University, Hyderabad",69,54,0,231,0.961956522, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,42.26477833,0.383004926,146.8903941,0.84305552,Rajya Sabha
900741,Devendra Pratap Singh,Elected,03-04-2024,In Office,First Term,N/A,Chhattisgarh,Bharatiya Janata Party,Male,Information not available,Information not available,61,70,0,0,0.976744186, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,37,N/A,72,0.872623273,Rajya Sabha
900689,Khiru Mahto,Elected,08-07-2022,In Office,First Term,N/A,Bihar,Janata Dal (United),Male,Information not available,Information not available,72,12,0,15,0.967391304, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,39.47365967,1.457342657,110.0452214,0.82334322,Rajya Sabha
900408,Rajani Patil,Elected,27-09-2021,In Office,Second Term,N/A,Maharashtra,Indian National Congress,Female,Graduate,"B.A. (German Language) Educated at University of Pune, Pune, Maharashtra",67,168,0,966,0.879456706, Data corresponds to the period from 01-06-2009 to 21-08-2025.,174.0656784,2.21277144,477.5608038,0.798894513,203.8792951,5.028478058,640.5560458,0.780735151,Rajya Sabha
900676,Kalpana Saini,Elected,05-07-2022,In Office,First Term,N/A,Uttarakhand,Bharatiya Janata Party,Female,Doctorate,"B.Ed, M.A. (Sanskrit), M.A. (Hindi), Ph.D. (Sanskrit) Educated at University of Rajasthan, Jaipur, Chaudhary Charan Singh University, Meerut, (Uttar Pradesh) and Gurukul Kangri University, Haridwar, Uttarakhand",65,101,0,215,0.961956522, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,83.66666667,N/A,157.3333333,0.884153678,Rajya Sabha
900568,Upendra Kushwaha (RS),Elected,28-08-2024,In Office,Second Term,N/A,Bihar,Rashtriya Lok Morcha,Male,Post Graduate,"B.Sc., M.A. (Political Science) Educated at Patna Science College, Patna and B.R. Ambedkar Bihar University, Muzaffarpur (Bihar)",64,12,0,181,0.805343511, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.40863857,0.820351884,214.0645431,0.798894513,41.27403846,0.447115385,240.8221154,0.82334322,Rajya Sabha
900709,Dorjee Tshering Lepcha,Elected,12-03-2024,In Office,First Term,N/A,Sikkim,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Intermediate Educated from Army School,68,23,0,40,1, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,23,N/A,40,0.739285401,Rajya Sabha
900291,Md. Nadimul Haque,Elected,03-04-2024,In Office,Third Term,N/A,West Bengal,All India Trinamool Congress,Male,Graduate,"B.A., (Hons.) Political Science Educated at St. Xavier's College, University of Calcutta",55,314,0,1020,0.793187348, Data corresponds to the period from 01-06-2009 to 21-08-2025.,233.2734306,3.040696432,667.4199537,0.798894513,327.1761905,4.55,548.4839286,0.713256803,Rajya Sabha
900730,Ajay Makan,Elected,03-04-2024,In Office,First Term,N/A,Karnataka,Indian National Congress,Male,Information not available,Information not available,Info Not Available,2,0,16,0.755813953, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,9.272727273,0.363636364,93.36363636,0.732425211,Rajya Sabha
900529,Subhash Prasad Yadav,Elected,08-07-2004,07-07-2010,First Term,N/A,Bihar,Rashtriya Janata Dal,Male,Graduate,"Graduate, Educated at Magadh University, Bodh Gaya (Bihar)",58,0,0,24,0.505882353, Data corresponds to the period from 01-06-2009 to 21-08-2025.,10.16469479,0.32389617,78.08241781,0.798894513,11.31666667,N/A,82.9625,0.82334322,Rajya Sabha
900557,T.T.V. Dhinakaran,Elected,30-06-2004,29-06-2010,First Term,N/A,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Information not available,Information not available,61,0,0,117,0.070588235, Data corresponds to the period from 01-06-2009 to 21-08-2025.,10.16469479,0.32389617,78.08241781,0.798894513,15.83333333,0.166666667,74.61111111,0.732548909,Rajya Sabha
900025,Ajay Singh Chautala,Elected,08-02-2004,02-11-2009,First Term,N/A,Haryana,Indian National Lok Dal,Male,Post Graduate,"B.A., M.A., LL.B. Educated at Government College, Hissar and Rajasthan University, Jaipur (Rajasthan)",64,0,0,9,0.533333333, Data corresponds to the period from 01-06-2009 to 21-08-2025.,4.32889009,0.095829858,25.52303953,0.798894513,5.1,N/A,10.65,0.881263893,Rajya Sabha
900121,Dara Singh,Nominated,27-08-2003,26-08-2009,First Term,N/A,N/A,Bharatiya Janata Party,Male,Others,Self-educated,96,0,0,19,0.566666667, Data corresponds to the period from 01-06-2009 to 21-08-2025.,4.32889009,0.095829858,25.52303953,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900585,Vijay Mallya,Elected,01-07-2010,04-05-2016,Second Term,N/A,Karnataka,Independent,Male,Graduate,"B.Com. (Hons.), Doctor of Philosophy in Business Administration (Honoris Causa) conferred by Southern California University, Irvine, USA Educated at St. Xaviers College, Kolkata",69,0,0,216,0.298765432, Data corresponds to the period from 01-06-2009 to 21-08-2025.,60.69509577,1.189831851,316.7268448,0.798894513,36.18686869,1.251515152,240.3686869,0.732425211,Rajya Sabha
900511,Shivpratap Singh,Elected,10-04-2008,09-04-2014,First Term,N/A,Chhattisgarh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Higher Secondary Educated at Government Senior Secondary School, Surajpur",83,0,0,44,0.564606742, Data corresponds to the period from 01-06-2009 to 21-08-2025.,39.07140246,0.968051246,284.2491237,0.798894513,28.2,0.6,440.7,0.872623273,Rajya Sabha
900446,Rashid Masood,Elected,05-07-2010,19-09-2013,Third Term,N/A,Uttar Pradesh,Indian National Congress,Male,Professional Post Graduate,"B.Sc., LL.M. Educated at Aligarh Muslim University, Aligarh (Uttar Pradesh)",78,0,0,226,0.727659574,"This MP was re-elected/nominated. During his previous term, he was affiliated with SP; the term ended on 9th Mar, 2012. Data corresponds to the period from 01-06-2009 to 21-08-2025.",27.85101409,0.644155076,188.8759736,0.798894513,23.96021505,1.132258065,133.6591398,0.84305552,Rajya Sabha
900177,Jai Prakash (RS),Elected,04-08-2009,02-04-2012,First Term,N/A,Uttar Pradesh,Bahujan Samaj Party,Male,Information not available,Information not available,67,0,0,132,0.62371134, Data corresponds to the period from 01-06-2009 to 21-08-2025.,19.83076216,0.521939332,156.4138773,0.798894513,16.10961022,1.120967742,98.54818548,0.84305552,Rajya Sabha
900475,Sanjay Dattatraya Kakade,Elected,03-04-2014,02-04-2020,First Term,N/A,Maharashtra,Independent,Male,Under Matric,Under Matric Educated at Pune (Maharashtra),57,0,0,5,0.171568627, Data corresponds to the period from 01-06-2009 to 21-08-2025.,97.86446071,1.500965027,324.7388369,0.798894513,82.01160131,4.643464052,458.2214052,0.780735151,Rajya Sabha
900269,Mahendra Prasad,Elected,03-04-2018,27-12-2021,Seventh Term,N/A,Bihar,Janata Dal (United),Male,Doctorate,"Graduation with Honours in Economics, Educated at Middle School and High School, Okari and Patna College, Patna University",85,0,0,1,0.79973822, Data corresponds to the period from 01-06-2009 to 21-08-2025.,156.439096,2.569933704,667.2618822,0.798894513,198.597823,0.210851648,544.3557234,0.82334322,Rajya Sabha
900388,Pravinchandra Rughnathji Naik,Elected,19-02-2010,18-08-2011,First Term,N/A,Gujarat,Bharatiya Janata Party,Male,Diploma Course,Electrical and Mechancial Engineering,88,0,0,8,0.815384615, Data corresponds to the period from 01-06-2009 to 21-08-2025.,11.29753582,0.39188282,89.76443581,0.798894513,7.440559441,N/A,73.22377622,0.849676415,Rajya Sabha
900241,Kunal Kumar Ghosh,Elected,03-04-2012,02-04-2018,First Term,N/A,West Bengal,All India Trinamool Congress,Male,Certificate Course,"Certificate in Audio Visual Journalism, Media Management Educated at Annex College of Management and Annex-Cygnus Institute of Management, Kolkata",57,5,0,0,0.397590361, Data corresponds to the period from 01-06-2009 to 21-08-2025.,76.5291343,1.331050954,332.9466233,0.798894513,109.4,2.3,245.1583333,0.713256803,Rajya Sabha
900392,Pyarelal Khandelwal,Elected,30-06-2004,06-10-2009,Second Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Intermediate Educated at Madhyamik Shiksha Parishad, Indore",96,0,0,17,0.933333333, Data corresponds to the period from 01-06-2009 to 21-08-2025.,4.32889009,0.095829858,25.52303953,0.798894513,2.522727273,N/A,19.02272727,0.856294567,Rajya Sabha
900515,Shrimant Chh. Udyanraje Pratapsinhmaharaj Bhonsle,Elected,03-04-2020,04-06-2024,First Term,N/A,Maharashtra,Bharatiya Janata Party,Male,Diploma Course,"Production Engg., Educated at Bharati Vidyapeeth",59,0,0,22,0.48603352, Data corresponds to the period from 01-06-2009 to 21-08-2025.,77.03337401,0.8865872,160.6090316,0.798894513,115.4326007,1.642857143,189.3282051,0.780735151,Rajya Sabha
900651,Damodar Rao Divakonda,Elected,22-06-2022,In Office,First Term,N/A,Telangana,Bharat Rashtra Samithi,Male,Graduate,"B.Com., LL.B. Educated at Osmania University, Hyderabad",67,0,0,25,0.592391304, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,26.83333333,0.428571429,108.0952381,0.721665766,Rajya Sabha
900257,M.C. Mary Kom,Nominated,26-04-2016,24-04-2022,First Term,N/A,N/A,Independent,Female,Graduate,B.A.,42,6,0,0,0.432515337, Data corresponds to the period from 01-06-2009 to 21-08-2025.,106.6079325,1.22359988,301.3210354,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900375,Pradeep Tamta,Elected,05-07-2016,04-07-2022,First Term,N/A,Uttarakhand,Indian National Congress,Male,Post Graduate,"M.A, LL.B and B.Ed.; Educated at Kumaon University, Nainital, Uttarakhand",67,35,3,0,0.826210826, Data corresponds to the period from 01-06-2009 to 21-08-2025.,101.6759078,1.197399006,289.8105045,0.798894513,27.08333333,0.75,108.5833333,0.884153678,Rajya Sabha
900073,B.B. Tiwari,Elected,03-04-2012,25-04-2012,Second Term,N/A,Uttar Pradesh,Samajwadi Party,Male,Professional Post Graduate,"B.A. M.A. (Pol. Sc.), LL.B. Educated at Shivpati Inter College, Shohratgarh, St. Andrew's College, Gorakhpur and Allahabad University, Allahabad",83,N/A,N/A,0,N/A, Data corresponds to the period from 01-06-2009 to 21-08-2025.,N/A,N/A,1.729257642,N/A,N/A,N/A,0.64516129,N/A,Rajya Sabha
900183,Javed Akhtar,Nominated,22-03-2010,21-03-2016,First Term,N/A,N/A,Independent,Male,Graduate,BA,80,6,0,0,0.529411765, Data corresponds to the period from 01-06-2009 to 21-08-2025.,60.01791652,1.283100005,325.2657498,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900610,B.L. Verma,Elected,26-11-2020,In Office,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A. Educated at Sampurnanand Sanskrit University, Varanasi, Uttar Pradesh",64,1,N/A,0,1,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2009 to 21-08-2025.",9.760599286,N/A,19.56955576,0.798894513,10.1,N/A,19.8,0.84305552,Rajya Sabha
900686,V. Vijayendra Prasad,Nominated,07-07-2022,In Office,First Term,N/A,N/A,Nominated,Male,Graduate,"B.Sc. Educated at Andhra University, Eluru (Andhra Pradesh)",82,1,0,0,0.234636872, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900771,Ujjwal Deorao Nikam,Nominated,13-07-2025,In Office,First Term,N/A,N/A,Nominated,Male,Information not available,Information not available,Info Not Available,1,N/A,0,0.80952381, Data corresponds to the period from 01-06-2009 to 21-08-2025.,1.672463096,N/A,21.15408841,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900062,Ashok Gasti,Elected,26-06-2020,17-09-2020,First Term,N/A,Karnataka,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B. Educated at Government High School, Government Junior College, V.C.B. Degree College and SCAB Law College, Raichur, Gulbarga University, Karnataka",60,0,N/A,0,N/A, Data corresponds to the period from 01-06-2009 to 21-08-2025.,1.737174862,N/A,3.149439909,N/A,1.727272727,N/A,2.272727273,N/A,Rajya Sabha
900776,S.R. Sivalingam,Elected,25-07-2025,In Office,First Term,N/A,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Information not available,Information not available,Info Not Available,0,N/A,0,0.882352941, Data corresponds to the period from 01-06-2009 to 21-08-2025.,1.350877193,N/A,17.02192982,0.798894513,0.777777778,N/A,9.277777778,0.732548909,Rajya Sabha
900767,Paka Venkata Satyanarayana,Elected,28-05-2025,In Office,First Term,N/A,Andhra Pradesh,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,0,N/A,0,1, Data corresponds to the period from 01-06-2009 to 21-08-2025.,1.672463096,N/A,21.15408841,0.798894513,2.272727273,N/A,24.36363636,0.779348793,Rajya Sabha
900775,I.S. Inbadurai,Elected,25-07-2025,In Office,First Term,N/A,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Information not available,Information not available,Info Not Available,0,N/A,0,0.764705882, Data corresponds to the period from 01-06-2009 to 21-08-2025.,1.350877193,N/A,17.02192982,0.798894513,0.777777778,N/A,9.277777778,0.732548909,Rajya Sabha
